video_id,title,category,category_name,duration_seconds,duration_minutes,views,likes,comments,published_at,like_view_ratio,comment_view_ratio,engagement_rate
s1fxZ-VWs2U,"How to Build a PC, the last guide you’ll ever need! (2024 Update)",28,Science & Technology,6889,114.81666666666666,5544712,88509,3502,2024-04-11T21:42:10Z,0.015962776786242458,0.0006315927680283484,0.016594369554270808
UtLyX72-688,Raspberry Pi 5: Getting Started,28,Science & Technology,1483,24.716666666666665,1207718,23975,839,2024-07-05T14:00:24Z,0.019851488509734887,0.0006946985968578757,0.020546187106592763
FYL9e_aqZY0,This AI Supercomputer can fit on your desk...,28,Science & Technology,1439,23.983333333333334,824877,23155,3793,2025-10-14T15:02:20Z,0.02807085177547683,0.004598261316535677,0.03266911309201251
WpnLehvOM6E,"I built my PC, now what? - How to set up a PC, the last guide you'll ever need!",28,Science & Technology,2273,37.88333333333333,3587811,85144,2130,2024-02-09T01:47:13Z,0.023731461885812825,0.000593676757220489,0.024325138643033314
QPoiJhAkeRo,Best Video Editing App 2024 - Full CapCut Course for Free 🤩 in Hindi,28,Science & Technology,2851,47.516666666666666,1224743,56518,2014,2024-08-02T12:52:12Z,0.04614682427252085,0.0016444266266473864,0.04779125089916823
ncDuF0Wx9do,Apple iPhone 17 Series First Look ! *Apple Lied*,28,Science & Technology,1357,22.616666666666667,2936956,68857,2736,2025-09-10T08:25:54Z,0.023445022669730156,0.0009315767754096418,0.0243765994451398
ceYeDX5WTms,Building a $100 Minecraft Server! (2025),28,Science & Technology,2363,39.38333333333333,2704204,87169,2746,2025-01-31T22:00:25Z,0.03223462431088779,0.0010154559345374832,0.03325008024542527
XG39r3kqPAM,Samsung Galaxy S25 Series is Here - CRAZIEST AI Yet !,28,Science & Technology,1425,23.75,3323333,93765,3332,2025-01-22T18:03:03Z,0.028214145257186084,0.001002607924032891,0.029216753181218975
ViT7MEQmrRQ,Como conectar el disco duro de tu computadora a tu celular con simple truco!,28,Science & Technology,1719,28.65,931472,18839,516,2025-04-05T13:34:36Z,0.02022497724032499,0.0005539619011628906,0.02077893914148788
UbRPG3AB1cQ,iOS 18 - 350+ Cosas Nuevas!,28,Science & Technology,4220,70.33333333333333,829883,17118,1166,2024-09-16T17:06:22Z,0.02062700404755851,0.0014050173337687361,0.022032021381327246
kg_RDN4S4bQ,2D Animation Complete Course in Hindi | Mobile Se Cartoon Video Kaise Banaye | Full Explained | FREE,28,Science & Technology,18953,315.8833333333333,2245520,85652,4327,2024-08-09T14:30:08Z,0.03814350350920945,0.0019269478784424098,0.040070451387651855
DC-Xn2C_L1U,First Person View POV PC BUILD Guide! (2024),28,Science & Technology,2094,34.9,3258757,83200,2156,2024-05-12T16:57:09Z,0.025531207144319137,0.0006616019543648084,0.026192809098683947
Mho0M1Ns0Rw,How to Build a PC - Full Detailed Build Guide (2025),28,Science & Technology,6489,108.15,3169815,85479,4133,2024-05-31T15:49:31Z,0.026966557985245197,0.0013038615818273306,0.028270419567072526
